SDFB Relationship ID,Person 1 ID,Person 2 ID,Original Confidence,Maximum Confidence
100200252,10008763,10009359,84,84
100200253,10050188,10005658,95,95
100200262,10006565,10003048,100,100
100200263,10000833,10003048,100,100
100200264,10011663,10003048,100,100
100200265,10050173,10005362,50,100
100200270,10050191,10050193,100,100
100200271,10050191,10011177,78,78
100200272,10050173,10001904,100,100
100200277,10011776,10006237,60,60
100200273,10050173,10009719,100,100
100200276,10006237,10005208,60,100
100200274,10050173,10000475,100,100
100200275,10007542,10009549,60,80
100200278,10006237,10005836,60,100
100200280,10007193,10003300,75,75
100200281,10007193,10002153,60,50
100200282,10007193,10011710,50,50
100200287,10007193,10006686,78,78
100200283,10007193,10001001,50,50
100200284,10007193,10008140,50,50
100200285,10007193,10004878,50,50
100200286,10007193,10004449,50,50
100200290,10050195,10007316,87,87
100200294,10001697,10005569,100,100
100200279,10012817,10007193,80,80
100200289,10001697,10005363,100,100
100200288,10007146,10000758,100,100
100200296,10050199,10005646,100,100
100200298,10009222,10008721,100,100
100200291,10001697,10012793,60,100
100200293,10050197,10011452,100,100
100200300,10050204,10006477,100,100
100200295,10050198,10011452,100,100
100200311,10050205,10002791,100,100
100200297,10050200,10003033,100,100
100200292,10050195,10010523,69,69
100200301,10006012,10005616,95,100
100200303,10050205,10008365,100,100
100200307,10050205,10000254,100,100
100200308,10050205,10008340,100,100
100200309,10008356,10007541,100,100
100200310,10001599,10012253,100,100
100200304,10050205,10008341,100,100
100200302,10006412,10001255,100,100
100200306,10050205,10011974,100,100
100200305,10050205,10002803,100,100
100200314,10050192,10050191,100,100
100200313,10008317,10050191,100,100
100200312,10004568,10011673,100,100
100200317,10050209,10011469,100,100
100200319,10011658,10002153,100,100
100200320,10050210,10001599,100,100
100200316,10050208,10010651,100,100
100200315,10050208,10002366,50,50
100200318,10050209,10010937,40,40
100200321,10011409,10003061,85,85
100200322,10008308,10008309,96,100
100200323,10050160,10003822,100,100
100200324,10008872,10003822,100,100
100200325,10006199,10005483,100,100
100200327,10011071,10001610,100,100
100200326,10006199,10005362,100,100
100200329,10050091,10002249,100,100
100200328,10007572,10050091,100,100
100200153,10050153,10012887,100,100
100200032,10050023,10000012,100,100
100200052,10002248,10002249,84,100
100200061,10050046,10002071,91,91
100200330,10012117,10009043,50,100
100200331,10050211,10008287,100,100
100200332,10050211,10008284,100,100
100200339,10006697,10003112,100,100
100200334,10050211,10012492,100,100
100200335,10050211,10008285,100,100
100200337,10006697,10003058,60,60
100200336,10050212,10000270,100,100
100200333,10000473,10013300,0,0
100200338,10006697,10005616,100,100
100200342,10006697,10013088,100,100
100200351,10050213,10012306,83,83
100200355,10050216,10003577,100,100
100200356,10050216,10005904,100,100
100200358,10001534,10009592,60,60
100200340,10006697,10003801,100,100
100200353,10050214,10002072,90,91
100200343,10001417,10001416,100,100
100200341,10006697,10000832,100,100
100200344,10006697,10009626,100,100
100200347,10006923,10003797,100,100
100200348,10006935,10003797,100,100
100200349,10006923,10006918,100,100
100200346,10006697,10005337,100,100
100200345,10006697,10001210,100,100
100200352,10012304,10003372,84,84
100200350,10012306,10003372,90,91
100200354,10050215,10012781,70,77
100200367,10013301,10011673,100,100
100200368,10050218,10011673,100,100
100200369,10050218,10013279,60,100
100200370,10050218,10013301,100,100
100200371,10013287,10013288,100,100
100200087,10050030,10010937,90,92
100200372,10054684,10008309,80,80
100200376,10050218,10003801,100,100
100200373,10011673,10011681,100,100
100200380,10013301,10011974,100,100
100200374,10011673,10013271,100,100
100200375,10013291,10011673,100,100
100200377,10050218,10003797,50,50
100200357,10003797,10012226,80,80
100200378,10003797,10011673,80,80
100200379,10003797,10013301,80,80
100200382,10050603,10009795,100,100
